temp_c,condition,wind_kph,pressure_mb,humidity,feelslike_c,heatindex_c
22.8,Clear,6.0,1010.0,83.0,24.9,24.9
22.6,Clear,4.7,1010.0,84.0,24.8,24.8
22.6,Clear,4.8,1010.0,84.0,24.8,24.8
22.5,Clear,4.9,1011.0,84.0,24.8,24.8
22.5,Clear,5.0,1011.0,85.0,24.8,24.8
23.7,Sunny,4.4,1011.0,79.0,25.7,25.7
24.8,Sunny,3.8,1012.0,73.0,26.7,26.7
26.0,Sunny,3.2,1012.0,67.0,27.6,27.6
28.0,Sunny,3.8,1012.0,59.0,29.6,29.6
30.0,Sunny,4.4,1011.0,52.0,31.7,31.7
32.0,Sunny,5.0,1010.0,44.0,33.7,33.7
32.4,Sunny,6.6,1010.0,41.0,33.7,33.7
32.9,Sunny,8.2,1009.0,37.0,33.7,33.7
33.3,Sunny,9.7,1008.0,34.0,33.7,33.7
32.8,Sunny,8.9,1008.0,36.0,33.4,33.4
32.4,Sunny,8.0,1008.0,38.0,33.1,33.1
31.9,Clear,7.2,1009.0,40.0,32.8,32.8
30.7,Clear,6.7,1009.0,43.0,31.6,31.6
29.6,Clear,6.2,1009.0,46.0,30.3,30.3
28.4,Clear,5.8,1009.0,49.0,29.1,29.1
27.9,Clear,4.9,1010.0,45.0,28.3,28.3
27.3,Clear,4.1,1010.0,42.0,27.4,27.4
24.3,Mist,5.0,1007.0,96.0,27.1,27.1
24.3,Mist,4.3,1007.0,96.0,27.1,27.1
24.4,Mist,3.6,1007.0,96.0,27.2,27.2
24.4,Mist,2.9,1007.0,96.0,27.2,27.2
24.5,Mist,3.1,1007.0,95.0,27.3,27.3
24.6,Mist,3.4,1008.0,95.0,27.5,27.5
24.7,Mist,3.6,1009.0,95.0,27.6,27.6
25.5,Mist,2.9,1009.0,91.0,28.7,28.7
26.2,Overcast,2.2,1010.0,87.0,29.7,29.7
27.0,Overcast,1.4,1010.0,84.0,30.8,30.8
27.9,Overcast,4.2,1009.0,81.0,32.3,32.3
28.8,Light rain shower,7.0,1008.0,78.0,33.8,33.8
29.7,Light rain shower,9.7,1008.0,75.0,35.3,35.3
29.4,Light rain shower,10.8,1007.0,76.0,34.8,34.8
29.1,Light rain shower,11.9,1007.0,77.0,34.3,34.3
28.8,Light rain shower,13.0,1006.0,78.0,33.8,33.8
27.5,Light rain shower,12.5,1007.0,84.0,31.9,31.9
26.2,Moderate or heavy rain shower,12.0,1007.0,89.0,29.9,29.9
24.9,Moderate or heavy rain shower,11.5,1008.0,95.0,28.0,28.0
24.6,Moderate or heavy rain shower,11.3,1008.0,96.0,27.6,27.6
24.3,Light rain shower,11.0,1009.0,96.0,27.2,27.2
24.0,Light rain shower,10.8,1009.0,97.0,26.8,26.8
23.6,Light rain shower,8.3,1009.0,97.0,26.3,26.3
23.3,Mist,5.8,1010.0,97.0,25.9,25.9
24.3,Cloudy,7.9,1008.0,94.0,26.9,26.9
24.3,Cloudy,7.0,1007.0,94.0,26.9,26.9
24.3,Overcast,6.0,1007.0,94.0,27.0,27.0
24.3,Overcast,5.0,1007.0,94.0,27.0,27.0
24.4,Overcast,4.2,1008.0,93.0,27.1,27.1
24.4,Overcast,3.4,1008.0,93.0,27.1,27.1
24.5,Overcast,2.5,1009.0,93.0,27.2,27.2
24.9,Overcast,2.6,1009.0,91.0,27.7,27.7
25.4,Overcast,2.8,1010.0,89.0,28.3,28.3
25.8,Overcast,2.9,1011.0,87.0,28.8,28.8
26.6,Overcast,4.6,1010.0,84.0,30.0,30.0
27.4,Light rain shower,6.2,1009.0,81.0,31.1,31.1
28.2,Light rain shower,7.9,1008.0,77.0,32.3,32.3
28.4,Light rain shower,9.7,1008.0,75.0,32.5,32.5
28.7,Light rain shower,11.5,1007.0,74.0,32.7,32.7
28.9,Light rain shower,13.3,1007.0,72.0,32.9,32.9
27.4,Light rain shower,13.7,1007.0,78.0,30.9,30.9
25.9,Patchy rain possible,14.0,1008.0,85.0,28.9,28.9
24.4,Patchy rain possible,14.4,1008.0,91.0,26.9,26.9
24.1,Patchy rain possible,13.0,1009.0,92.0,26.6,26.6
23.9,Light rain shower,11.5,1009.0,93.0,26.4,26.4
23.6,Light rain shower,10.1,1010.0,95.0,26.1,26.1
23.4,Light rain shower,8.9,1010.0,94.0,25.8,25.8
23.1,Partly cloudy,7.7,1010.0,94.0,25.5,25.5
22.3,Clear,7.6,1009.0,89.0,24.7,24.7
22.1,Clear,7.7,1009.0,90.0,24.6,24.6
21.9,Partly cloudy,7.8,1009.0,90.0,21.9,24.5
21.7,Partly cloudy,7.9,1009.0,91.0,21.7,24.4
21.6,Partly cloudy,7.9,1010.0,92.0,21.6,24.3
21.4,Partly cloudy,7.9,1010.0,93.0,21.4,24.3
21.3,Partly cloudy,7.9,1011.0,94.0,21.3,24.2
22.5,Partly cloudy,7.7,1011.0,88.0,25.1,25.1
23.7,Partly cloudy,7.4,1012.0,83.0,25.9,25.9
24.9,Partly cloudy,7.2,1012.0,77.0,26.8,26.8
27.3,Partly cloudy,8.2,1012.0,70.0,30.1,30.1
29.8,Sunny,9.1,1011.0,63.0,33.4,33.4
32.2,Sunny,10.1,1010.0,56.0,36.7,36.7
32.7,Sunny,10.8,1009.0,53.0,36.8,36.8
33.1,Sunny,11.5,1009.0,49.0,36.9,36.9
33.6,Sunny,12.2,1008.0,46.0,37.0,37.0
32.2,Sunny,10.7,1008.0,49.0,35.1,35.1
30.7,Sunny,9.1,1009.0,53.0,33.1,33.1
29.3,Clear,7.6,1009.0,56.0,31.2,31.2
28.3,Clear,7.2,1009.0,59.0,30.1,30.1
27.3,Clear,6.8,1010.0,62.0,28.9,28.9
26.3,Clear,6.5,1010.0,65.0,27.8,27.8
25.9,Clear,6.1,1010.0,60.0,27.2,27.2
25.6,Clear,5.8,1010.0,55.0,26.6,26.6
23.6,Mist,11.5,1008.0,95.0,26.1,26.1
23.5,Mist,10.9,1008.0,95.0,26.0,26.0
23.4,Mist,10.3,1008.0,95.0,25.9,25.9
23.3,Mist,9.7,1008.0,96.0,25.8,25.8
23.3,Mist,9.6,1008.0,96.0,25.8,25.8
23.4,Mist,9.5,1009.0,96.0,25.9,25.9
23.4,Mist,9.4,1010.0,96.0,25.9,25.9
23.5,Mist,9.4,1010.0,95.0,26.0,26.0
23.7,Overcast,9.4,1011.0,94.0,26.1,26.1
23.8,Overcast,9.4,1011.0,93.0,26.2,26.2
24.1,Overcast,9.0,1011.0,92.0,26.6,26.6
24.4,Patchy rain possible,8.6,1010.0,91.0,26.9,26.9
24.7,Patchy rain possible,8.3,1010.0,90.0,27.3,27.3
24.9,Patchy rain possible,9.2,1009.0,89.0,27.5,27.5
25.0,Overcast,10.2,1009.0,87.0,27.6,27.6
25.2,Overcast,11.2,1008.0,86.0,27.8,27.8
24.9,Overcast,10.0,1008.0,88.0,27.5,27.5
24.6,Cloudy,8.8,1009.0,90.0,27.2,27.2
24.3,Cloudy,7.6,1009.0,92.0,26.9,26.9
24.0,Cloudy,7.6,1010.0,93.0,26.5,26.5
23.6,Partly cloudy,7.6,1010.0,93.0,26.1,26.1
23.3,Partly cloudy,7.6,1010.0,94.0,25.7,25.7
23.4,Partly cloudy,7.1,1010.0,92.0,25.7,25.7
23.4,Clear,6.6,1010.0,89.0,25.6,25.6
23.2,Partly cloudy,5.4,1010.0,91.0,25.5,25.5
23.2,Partly cloudy,4.6,1010.0,91.0,25.5,25.5
23.2,Partly cloudy,3.7,1010.0,91.0,25.5,25.5
23.2,Partly cloudy,2.9,1009.0,91.0,25.5,25.5
23.2,Partly cloudy,2.8,1010.0,91.0,25.5,25.5
23.2,Partly cloudy,2.6,1010.0,91.0,25.5,25.5
23.2,Partly cloudy,2.5,1010.0,91.0,25.5,25.5
24.5,Partly cloudy,4.2,1011.0,84.0,26.8,26.8
25.8,Sunny,5.9,1011.0,77.0,28.1,28.1
27.1,Sunny,7.6,1012.0,70.0,29.4,29.4
29.3,Sunny,8.3,1011.0,63.0,32.3,32.3
31.6,Sunny,9.0,1010.0,56.0,35.3,35.3
33.8,Sunny,9.7,1009.0,49.0,38.2,38.2
33.9,Sunny,10.9,1008.0,48.0,38.0,38.0
34.0,Sunny,12.1,1008.0,46.0,37.8,37.8
34.1,Sunny,13.3,1007.0,45.0,37.6,37.6
32.2,Sunny,12.0,1007.0,49.0,35.0,35.0
30.3,Sunny,10.7,1008.0,53.0,32.5,32.5
28.4,Clear,9.4,1008.0,57.0,29.9,29.9
27.4,Clear,8.3,1008.0,57.0,28.8,28.8
26.5,Clear,7.2,1009.0,58.0,27.7,27.7
25.5,Clear,6.1,1009.0,59.0,26.6,26.6
24.5,Clear,7.4,1009.0,57.0,25.9,25.9
23.4,Clear,8.8,1009.0,55.0,25.3,25.3
26.8,Clear,3.2,1010.0,38.0,26.6,26.6
26.5,Clear,4.0,1010.0,38.0,26.4,26.4
26.2,Clear,4.7,1009.0,38.0,26.1,26.1
25.9,Clear,5.4,1009.0,38.0,25.9,25.9
25.7,Clear,5.6,1010.0,38.0,25.7,25.7
25.4,Clear,5.9,1010.0,37.0,25.5,25.5
25.2,Clear,6.1,1010.0,37.0,25.3,25.3
26.5,Sunny,6.7,1011.0,34.0,26.1,26.1
27.7,Sunny,7.3,1011.0,31.0,27.0,27.0
29.0,Sunny,7.9,1012.0,29.0,27.8,27.8
31.3,Sunny,8.8,1011.0,26.0,30.0,30.0
33.5,Sunny,9.6,1010.0,23.0,32.1,32.1
35.8,Sunny,10.4,1009.0,21.0,34.3,34.3
36.2,Sunny,11.5,1009.0,20.0,34.7,34.7
36.5,Sunny,12.6,1008.0,19.0,35.2,35.2
36.9,Sunny,13.7,1007.0,19.0,35.6,35.6
35.5,Sunny,11.5,1007.0,20.0,34.1,34.1
34.1,Sunny,9.4,1007.0,22.0,32.5,32.5
32.7,Clear,7.2,1008.0,23.0,31.0,31.0
31.5,Clear,7.3,1008.0,24.0,29.8,29.8
30.4,Clear,7.4,1008.0,24.0,28.7,28.7
29.2,Clear,7.6,1009.0,24.0,27.5,27.5
28.3,Clear,8.0,1009.0,25.0,26.8,26.8
27.5,Clear,8.5,1008.0,26.0,26.2,26.2
22.9,Mist,3.2,1010.0,97.0,25.4,25.4
22.8,Mist,4.1,1009.0,97.0,25.3,25.3
22.6,Fog,4.9,1009.0,97.0,25.1,25.1
22.5,Fog,5.8,1009.0,98.0,25.0,25.0
22.6,Fog,6.1,1009.0,98.0,25.1,25.1
22.6,Fog,6.5,1010.0,98.0,25.1,25.1
22.7,Fog,6.8,1011.0,98.0,25.2,25.2
24.0,Fog,7.8,1011.0,92.0,26.7,26.7
25.4,Overcast,8.8,1011.0,86.0,28.2,28.2
26.7,Overcast,9.7,1012.0,80.0,29.7,29.7
27.8,Overcast,10.2,1011.0,75.0,31.2,31.2
28.9,Partly cloudy,10.7,1010.0,71.0,32.7,32.7
30.0,Partly cloudy,11.2,1009.0,66.0,34.2,34.2
30.3,Partly cloudy,10.9,1008.0,64.0,34.5,34.5
30.7,Sunny,10.7,1008.0,63.0,34.9,34.9
31.0,Sunny,10.4,1007.0,61.0,35.2,35.2
29.3,Sunny,10.0,1007.0,66.0,32.8,32.8
27.6,Partly cloudy,9.5,1008.0,71.0,30.4,30.4
25.9,Partly cloudy,9.0,1008.0,76.0,28.0,28.0
25.8,Partly cloudy,8.0,1009.0,75.0,27.8,27.8
25.7,Partly cloudy,7.1,1009.0,75.0,27.7,27.7
25.6,Partly cloudy,6.1,1009.0,74.0,27.5,27.5
24.2,Partly cloudy,8.0,1009.0,71.0,26.5,26.5
22.9,Clear,10.0,1009.0,68.0,25.5,25.5
22.9,Partly cloudy,6.5,1010.0,94.0,25.2,25.2
22.8,Partly cloudy,5.5,1010.0,94.0,25.1,25.1
22.6,Partly cloudy,4.6,1009.0,94.0,25.0,25.0
22.5,Partly cloudy,3.6,1009.0,94.0,24.9,24.9
22.5,Partly cloudy,4.3,1010.0,94.0,24.9,24.9
22.4,Partly cloudy,5.0,1010.0,94.0,24.8,24.8
22.4,Partly cloudy,5.8,1011.0,94.0,24.8,24.8
24.0,Partly cloudy,7.6,1011.0,86.0,26.5,26.5
25.7,Partly cloudy,9.4,1012.0,78.0,28.1,28.1
27.3,Partly cloudy,11.2,1012.0,71.0,29.8,29.8
28.8,Partly cloudy,11.9,1011.0,65.0,31.5,31.5
30.2,Partly cloudy,12.6,1010.0,58.0,33.1,33.1
31.7,Partly cloudy,13.3,1009.0,52.0,34.8,34.8
31.7,Partly cloudy,13.2,1009.0,51.0,34.4,34.4
31.7,Partly cloudy,13.1,1008.0,49.0,34.1,34.1
31.7,Partly cloudy,13.0,1007.0,47.0,33.7,33.7
30.4,Partly cloudy,12.4,1008.0,49.0,32.1,32.1
29.1,Sunny,11.8,1008.0,51.0,30.4,30.4
27.8,Clear,11.2,1008.0,53.0,28.8,28.8
27.1,Clear,10.4,1009.0,54.0,28.1,28.1
26.4,Clear,9.7,1009.0,55.0,27.4,27.4
25.7,Clear,9.0,1009.0,56.0,26.7,26.7
24.6,Clear,9.8,1009.0,56.0,26.0,26.0
23.5,Clear,10.7,1009.0,56.0,25.3,25.3
25.2,Clear,5.4,1010.0,50.0,26.0,26.0
24.7,Clear,5.6,1010.0,51.0,25.7,25.7
24.3,Clear,5.9,1010.0,53.0,25.5,25.5
23.8,Clear,6.1,1009.0,54.0,25.2,25.2
23.6,Clear,6.4,1010.0,54.0,25.1,25.1
23.4,Clear,6.6,1010.0,54.0,25.0,25.0
23.2,Clear,6.8,1011.0,54.0,24.9,24.9
24.7,Sunny,7.7,1011.0,50.0,25.9,25.9
26.3,Sunny,8.5,1011.0,46.0,26.8,26.8
27.8,Sunny,9.4,1012.0,42.0,27.8,27.8
30.2,Sunny,9.7,1011.0,38.0,30.3,30.3
32.6,Sunny,10.1,1010.0,34.0,32.7,32.7
35.0,Sunny,10.4,1010.0,30.0,35.2,35.2
35.2,Sunny,11.3,1009.0,27.0,35.0,35.0
35.5,Sunny,12.1,1008.0,25.0,34.9,34.9
35.7,Sunny,13.0,1008.0,23.0,34.7,34.7
33.6,Sunny,11.2,1008.0,25.0,32.6,32.6
31.6,Sunny,9.4,1008.0,27.0,30.4,30.4
29.5,Clear,7.6,1008.0,30.0,28.3,28.3
28.3,Clear,7.9,1009.0,31.0,27.4,27.4
27.2,Clear,8.3,1009.0,32.0,26.5,26.5
26.0,Clear,8.6,1009.0,33.0,25.6,25.6
25.3,Clear,9.7,1009.0,38.0,25.4,25.4
24.5,Clear,10.8,1009.0,43.0,25.3,25.3
23.5,Clear,6.1,1010.0,87.0,25.6,25.6
23.4,Clear,4.2,1010.0,87.0,25.5,25.5
23.2,Clear,2.3,1010.0,88.0,25.4,25.4
23.1,Clear,0.4,1009.0,88.0,25.3,25.3
23.0,Clear,2.5,1010.0,88.0,25.2,25.2
22.9,Clear,4.7,1010.0,88.0,25.1,25.1
22.8,Clear,6.8,1011.0,88.0,25.0,25.0
24.5,Sunny,7.4,1011.0,80.0,26.6,26.6
26.1,Sunny,8.0,1011.0,71.0,28.1,28.1
27.8,Sunny,8.6,1012.0,63.0,29.7,29.7
29.9,Sunny,9.2,1011.0,56.0,32.2,32.2
32.0,Sunny,9.8,1010.0,50.0,34.8,34.8
34.1,Sunny,10.4,1009.0,44.0,37.3,37.3
34.1,Sunny,11.2,1009.0,43.0,37.1,37.1
34.2,Sunny,11.9,1008.0,42.0,37.0,37.0
34.2,Sunny,12.6,1007.0,41.0,36.8,36.8
32.3,Sunny,11.3,1008.0,45.0,34.4,34.4
30.4,Sunny,10.0,1008.0,49.0,32.1,32.1
28.5,Clear,8.6,1008.0,53.0,29.7,29.7
27.5,Clear,8.8,1008.0,53.0,28.6,28.6
26.5,Clear,8.9,1009.0,54.0,27.5,27.5
25.5,Clear,9.0,1009.0,54.0,26.4,26.4
24.4,Clear,9.7,1009.0,54.0,25.8,25.8
23.2,Clear,10.4,1009.0,54.0,25.1,25.1
22.4,Clear,10.1,1009.0,53.0,24.6,24.6
22.0,Clear,10.2,1008.0,53.0,24.5,24.5
21.7,Clear,10.3,1008.0,54.0,21.7,24.5
21.3,Clear,10.4,1008.0,54.0,21.3,24.4
20.9,Clear,10.3,1009.0,56.0,20.9,23.0
20.6,Clear,10.2,1009.0,57.0,20.6,21.6
20.2,Clear,10.1,1010.0,58.0,20.2,20.2
22.2,Sunny,10.1,1010.0,54.0,22.3,22.3
24.1,Sunny,10.1,1011.0,50.0,24.4,24.4
26.1,Sunny,10.1,1011.0,45.0,26.5,26.5
27.9,Sunny,11.6,1011.0,42.0,28.1,28.1
29.6,Sunny,13.2,1010.0,39.0,29.8,29.8
31.4,Sunny,14.8,1009.0,36.0,31.4,31.4
31.1,Sunny,15.1,1009.0,37.0,31.1,31.1
30.7,Sunny,15.5,1008.0,39.0,30.9,30.9
30.4,Sunny,15.8,1008.0,40.0,30.6,30.6
29.5,Sunny,13.7,1008.0,44.0,30.0,30.0
28.7,Sunny,11.5,1009.0,48.0,29.3,29.3
27.8,Clear,9.4,1009.0,52.0,28.7,28.7
26.4,Clear,8.5,1010.0,54.0,27.5,27.5
24.9,Clear,7.7,1010.0,56.0,26.3,26.3
23.5,Clear,6.8,1011.0,58.0,25.1,25.1
23.2,Clear,6.0,1011.0,58.0,25.0,25.0
22.9,Clear,5.2,1011.0,58.0,24.8,24.8
26.6,Clear,9.0,1008.0,26.0,25.5,25.5
26.3,Clear,10.0,1008.0,28.0,25.4,25.4
25.9,Clear,10.9,1008.0,29.0,25.2,25.2
25.6,Clear,11.9,1008.0,30.0,25.1,25.1
25.4,Clear,12.5,1009.0,31.0,25.0,25.0
25.1,Clear,13.1,1009.0,31.0,24.9,24.9
24.9,Clear,13.7,1009.0,32.0,24.8,24.8
26.1,Sunny,15.4,1010.0,31.0,25.7,25.7
27.4,Sunny,17.0,1011.0,30.0,26.5,26.5
28.6,Sunny,18.7,1011.0,29.0,27.4,27.4
30.0,Sunny,18.5,1011.0,27.0,28.7,28.7
31.4,Sunny,18.2,1010.0,25.0,29.9,29.9
32.8,Sunny,18.0,1009.0,24.0,31.2,31.2
33.4,Sunny,16.8,1009.0,23.0,31.8,31.8
33.9,Sunny,15.6,1008.0,22.0,32.3,32.3
34.5,Sunny,14.4,1008.0,22.0,32.9,32.9
33.7,Sunny,11.6,1008.0,24.0,32.3,32.3
32.9,Sunny,8.9,1008.0,26.0,31.6,31.6
32.1,Clear,6.1,1008.0,28.0,31.0,31.0
30.8,Clear,6.6,1009.0,30.0,29.9,29.9
29.5,Clear,7.1,1009.0,33.0,28.7,28.7
28.2,Clear,7.6,1010.0,35.0,27.6,27.6
27.8,Clear,7.4,1010.0,35.0,27.3,27.3
27.5,Clear,7.3,1010.0,35.0,26.9,26.9
21.5,Clear,11.9,1009.0,65.0,21.5,24.5
21.0,Clear,11.9,1009.0,66.0,21.0,23.0
20.6,Clear,11.9,1009.0,66.0,20.6,21.6
20.1,Clear,11.9,1009.0,67.0,20.1,20.1
19.8,Clear,12.0,1009.0,69.0,19.8,19.8
19.4,Clear,12.1,1010.0,71.0,19.4,19.4
19.1,Clear,12.2,1011.0,74.0,19.1,19.1
21.3,Sunny,13.4,1011.0,69.0,21.3,21.7
23.5,Sunny,14.6,1012.0,64.0,24.2,24.2
25.7,Sunny,15.8,1012.0,59.0,26.8,26.8
27.3,Sunny,16.0,1011.0,54.0,28.4,28.4
29.0,Sunny,16.1,1011.0,50.0,30.0,30.0
30.6,Sunny,16.2,1010.0,45.0,31.6,31.6
31.3,Sunny,15.2,1009.0,47.0,33.2,33.2
32.0,Sunny,14.3,1009.0,49.0,34.8,34.8
32.7,Sunny,13.3,1008.0,51.0,36.4,36.4
30.8,Sunny,12.1,1008.0,55.0,33.8,33.8
29.0,Sunny,10.9,1009.0,59.0,31.3,31.3
27.1,Clear,9.7,1009.0,63.0,28.7,28.7
25.5,Clear,10.0,1010.0,64.0,27.4,27.4
23.9,Clear,10.2,1010.0,66.0,26.0,26.0
22.3,Clear,10.4,1011.0,67.0,24.7,24.7
21.9,Clear,10.0,1011.0,68.0,21.9,24.6
21.5,Clear,9.5,1011.0,70.0,21.5,24.5
22.4,Clear,11.5,1009.0,56.0,24.6,24.6
22.0,Clear,11.6,1009.0,59.0,22.0,24.5
21.5,Clear,11.8,1009.0,62.0,21.5,24.5
21.1,Clear,11.9,1009.0,64.0,21.1,24.4
20.9,Clear,12.0,1009.0,67.0,20.9,23.1
20.6,Clear,12.1,1010.0,69.0,20.6,21.7
20.4,Clear,12.2,1011.0,71.0,20.4,20.4
22.6,Sunny,13.9,1011.0,64.0,22.8,22.8
24.7,Sunny,15.6,1012.0,57.0,25.2,25.2
26.9,Sunny,17.3,1012.0,51.0,27.6,27.6
29.2,Sunny,18.1,1011.0,46.0,30.1,30.1
31.5,Sunny,19.0,1011.0,42.0,32.7,32.7
33.8,Sunny,19.8,1010.0,37.0,35.2,35.2
33.9,Sunny,19.1,1009.0,38.0,35.4,35.4
33.9,Sunny,18.4,1009.0,38.0,35.7,35.7
34.0,Sunny,17.6,1008.0,39.0,35.9,35.9
31.7,Sunny,15.6,1009.0,43.0,33.3,33.3
29.5,Sunny,13.6,1009.0,48.0,30.6,30.6
27.2,Clear,11.5,1009.0,52.0,28.0,28.0
26.2,Clear,10.9,1010.0,54.0,27.1,27.1
25.1,Clear,10.3,1010.0,55.0,26.3,26.3
24.1,Clear,9.7,1011.0,57.0,25.4,25.4
23.7,Clear,8.9,1011.0,58.0,25.2,25.2
23.3,Clear,8.0,1011.0,60.0,25.1,25.1
23.8,Clear,11.9,1009.0,49.0,25.1,25.1
23.5,Clear,12.1,1009.0,49.0,24.9,24.9
23.1,Clear,12.4,1009.0,50.0,24.8,24.8
22.8,Clear,12.6,1009.0,50.0,24.6,24.6
22.5,Clear,11.8,1009.0,51.0,24.6,24.6
22.2,Clear,10.9,1010.0,53.0,24.5,24.5
21.9,Clear,10.1,1010.0,54.0,21.9,24.5
23.6,Sunny,11.9,1011.0,50.0,25.3,25.3
25.2,Sunny,13.7,1011.0,46.0,26.2,26.2
26.9,Sunny,15.5,1012.0,42.0,27.0,27.0
28.6,Sunny,15.8,1011.0,39.0,28.6,28.6
30.3,Sunny,16.2,1011.0,36.0,30.1,30.1
32.0,Sunny,16.6,1010.0,33.0,31.7,31.7
33.1,Sunny,15.6,1010.0,33.0,33.1,33.1
34.1,Sunny,14.6,1009.0,32.0,34.6,34.6
35.2,Sunny,13.7,1008.0,31.0,36.0,36.0
33.1,Sunny,13.6,1009.0,36.0,33.8,33.8
31.0,Sunny,13.4,1009.0,40.0,31.5,31.5
28.9,Clear,13.3,1009.0,45.0,29.3,29.3
27.7,Clear,13.2,1010.0,47.0,28.3,28.3
26.5,Clear,13.1,1010.0,50.0,27.2,27.2
25.3,Clear,13.0,1011.0,52.0,26.2,26.2
25.1,Clear,12.8,1010.0,51.0,26.0,26.0
25.0,Clear,12.7,1010.0,50.0,25.9,25.9
22.1,Clear,11.2,1009.0,54.0,24.5,24.5
21.8,Clear,11.4,1009.0,56.0,21.8,24.5
21.4,Clear,11.6,1009.0,57.0,21.4,24.4
21.1,Clear,11.9,1009.0,59.0,21.1,24.4
20.8,Clear,11.8,1009.0,62.0,20.8,23.0
20.6,Clear,11.6,1009.0,64.0,20.6,21.7
20.3,Clear,11.5,1010.0,66.0,20.3,20.3
22.2,Sunny,13.3,1011.0,60.0,22.4,22.4
24.2,Sunny,15.1,1011.0,55.0,24.6,24.6
26.1,Sunny,16.9,1012.0,49.0,26.7,26.7
28.5,Sunny,18.5,1011.0,45.0,29.2,29.2
30.9,Sunny,20.0,1010.0,41.0,31.7,31.7
33.3,Sunny,21.6,1010.0,36.0,34.2,34.2
32.6,Sunny,19.8,1009.0,38.0,33.4,33.4
31.9,Sunny,18.0,1009.0,39.0,32.6,32.6
31.2,Sunny,16.2,1008.0,41.0,31.8,31.8
29.8,Sunny,14.6,1009.0,46.0,30.5,30.5
28.4,Sunny,13.1,1009.0,51.0,29.3,29.3
27.0,Clear,11.5,1009.0,56.0,28.0,28.0
26.0,Clear,11.5,1010.0,57.0,27.2,27.2
25.1,Clear,11.5,1010.0,59.0,26.3,26.3
24.1,Clear,11.5,1011.0,60.0,25.5,25.5
23.7,Clear,9.7,1011.0,61.0,25.3,25.3
23.3,Clear,7.9,1011.0,62.0,25.1,25.1
